web_scraper_order,web_scraper_start_url,pagination-selector,price,data2,image
"1769948089-1286","https://www.bigc.co.th/category/beverages?limit=100&page=23","","178.00","ฟิตเน่ สมุนไพรเก็กฮวย 75 ก.","https://st.bigc-cs.com/cdn-cgi/image/format=webp,quality=85/public/media/catalog/product/66/88/8850369012266/thumbnail/8850369012266_1-20250325171337-.jpg"
"1769948089-1287","https://www.bigc.co.th/category/beverages?limit=100&page=23","","260.00","บอนกาแฟ ซิกเนเจอร์เบลนด์ คาเฟ่ รามา กาแฟแท้ชนิดเม็ด 250 ก.","https://st.bigc-cs.com/cdn-cgi/image/format=webp,quality=85/public/media/catalog/product/05/88/8850287001205/8850287001205_1-20240516085358-.jpg"
"1769948089-1288","https://www.bigc.co.th/category/beverages?limit=100&page=23","","228.00","เปปทีน กู๊ดไนท์ 100 มล. x 6 ชิ้น","https://st.bigc-cs.com/cdn-cgi/image/format=webp,quality=85/public/media/catalog/product/32/88/8851123225632/thumbnail/8851123225632_1-20260128175541-.jpg"
"1769948089-1289","https://www.bigc.co.th/category/beverages?limit=100&page=23","","145.00","ดับเบิ้ลซี เครื่องดื่มวิตามิน รสส้มและเลเมอน 160 มล. x 10 ขวด","https://st.bigc-cs.com/cdn-cgi/image/format=webp,quality=85/public/media/catalog/product/17/88/8859077810317/thumbnail/8859077810317_1-20230628182342-.jpg"
"1769948089-1290","https://www.bigc.co.th/category/beverages?limit=100&page=23","","15.00","เอส เครื่องดื่มอัดลม กลิ่นเกรปเบอร์รี่ กระป๋อง 325 ล.","https://st.bigc-cs.com/cdn-cgi/image/format=webp,quality=85/public/media/catalog/product/06/88/8851952117306/thumbnail/8851952117306_1-20250305114007-.jpg"
"1769948089-1291","https://www.bigc.co.th/category/beverages?limit=100&page=23","","159.00","โอเอสเค 3อิน1 มัทฉะ ลาเต้ 22 ก. x 12 ชิ้น","https://st.bigc-cs.com/cdn-cgi/image/format=webp,quality=85/public/media/catalog/product/07/49/4901027900907/thumbnail/4901027900907_1-20241104161601-.jpg"
"1769948089-1292","https://www.bigc.co.th/category/beverages?limit=100&page=23","","199.00","โกโก้ดัทช์ โกโก้ชนิดผง สีน้ำตาลเข้ม ไขมันโกโก้ 10-12% 160 ก.","https://st.bigc-cs.com/cdn-cgi/image/format=webp,quality=85/public/media/catalog/product/18/88/8850639012118/8850639012118_1-20251211104414-.jpg"
"1769948089-1293","https://www.bigc.co.th/category/beverages?limit=100&page=23","","129.00","เรนอง ที ชาไทยปรุงสำเร็จชนิดผง 200 ก. แพ็ค 10 ซอง","https://st.bigc-cs.com/cdn-cgi/image/format=webp,quality=85/public/media/catalog/product/89/88/8854575001489/thumbnail/8854575001489_1-20231005134220-.jpg"
"1769948089-1294","https://www.bigc.co.th/category/beverages?limit=100&page=23","","37.00","อาราบัส กาแฟคั่วบดชงสำเร็จในถ้วยพร้อมดื่ม สูตรมอคค่า 230 มล.","https://st.bigc-cs.com/cdn-cgi/image/format=webp,quality=85/public/media/catalog/product/32/88/8851717904332/thumbnail/8851717904332-20250411102621-.jpg"
"1769948089-1295","https://www.bigc.co.th/category/beverages?limit=100&page=23","","180.00","มัซที ชาไทยปรุงสำเร็จชนิดผง 25 ก. แพ็ค 15 ซอง","https://st.bigc-cs.com/cdn-cgi/image/format=webp,quality=85/public/media/catalog/product/43/88/8859376000143/thumbnail/8859376000143_1-20230815115342-.jpg"
"1769948089-1296","https://www.bigc.co.th/category/beverages?limit=100&page=23","","150.00","ชาตรามือ ชาเขียวนม บรรจุ 2.5 ก x 50 ซอง","https://st.bigc-cs.com/cdn-cgi/image/format=webp,quality=85/public/media/catalog/product/50/88/8850370481150/thumbnail/8850370481150_1-20231127093121-.jpg"
"1769948089-1297","https://www.bigc.co.th/category/beverages?limit=100&page=23","","219.00","ซี ทูน่าเอสเซนส์ รสแพชชั่นฟรุต 42 มล. x 6 ชิ้น","https://st.bigc-cs.com/cdn-cgi/image/format=webp,quality=85/public/media/catalog/product/55/88/8859705800055/8859705800055_1-20240930142202-.jpg"
"1769948089-1298","https://www.bigc.co.th/category/beverages?limit=100&page=23","","139.00","ระมิงค์ เครื่องดื่มคาโมมาย 18 ก. บรรจุ 1.2 ก. x 15 ซอง","https://st.bigc-cs.com/cdn-cgi/image/format=webp,quality=85/public/media/catalog/product/24/88/8850391178824/thumbnail/8850391178824_9.jpg"
"1769948089-1299","https://www.bigc.co.th/category/beverages?limit=100&page=23","","431.00","บอนกาแฟ อูจิ มัทฉะ กรีนที ลาเต้ 1 กก.","https://st.bigc-cs.com/cdn-cgi/image/format=webp,quality=85/public/media/catalog/product/41/88/8850287000741/thumbnail/8850287000741_1-20221219095627-.jpg"
"1769948089-1300","https://www.bigc.co.th/category/beverages?limit=100&page=23","","299.00","เนสกาแฟ โกลด์เบลนด์ กาแฟสำเร็จรูปชนิดฟรีซดราย สูตรกลมกล่อม 80 ก.","https://st.bigc-cs.com/cdn-cgi/image/format=webp,quality=85/public/media/catalog/product/42/49/4902201424042/thumbnail/4902201424042_1-20240520150716-.jpg"
"1769948089-1301","https://www.bigc.co.th/category/beverages?limit=100&page=23","","578.00","เขาช่อง กาแฟสำเร็จรูป 3อิน1 เอสเปรสโซ่ 14 ก. แพ็ค 100","https://st.bigc-cs.com/cdn-cgi/image/format=webp,quality=85/public/media/catalog/product/12/88/8859102130212/thumbnail/8859102130212-20240404154006-.jpg"
"1769948089-1302","https://www.bigc.co.th/category/beverages?limit=100&page=23","","32.00","บิ๊กซี แฮปปี้ไพรซ์ น้ำชาดำเย็นปรุงสำเร็จ 700 มล","https://st.bigc-cs.com/cdn-cgi/image/format=webp,quality=85/public/media/catalog/product/43/88/8855096000043/thumbnail/8855096000043_1-20250306105045-.jpg"
"1769948089-1303","https://www.bigc.co.th/category/beverages?limit=100&page=23","","81.00","อินน่า งาดำปรุงสำเร็จพร้อมดื่ม 300 ก.","https://st.bigc-cs.com/cdn-cgi/image/format=webp,quality=85/public/media/catalog/product/22/88/8858839000522/thumbnail/8858839000522_1-20240520165735-.jpg"
"1769948089-1304","https://www.bigc.co.th/category/beverages?limit=100&page=23","","20.00","แมนซั่ม น้ำรสองุ่น 10% ผสมคอลลาเจน วิตามินซี และสังกะสี (ซิงค์) กลิ่นฮันนี่ เลมอน 430 มล.","https://st.bigc-cs.com/cdn-cgi/image/format=webp,quality=85/public/media/catalog/product/86/88/8850228008386/thumbnail/8850228008386_1-20250806110134-.jpg"
"1769948089-1305","https://www.bigc.co.th/category/beverages?limit=100&page=23","","84.00","ยูซีซี โรสต์ มาสเตอร์ กาแฟดริป เอสเพรสโซ 45 ก.","https://st.bigc-cs.com/cdn-cgi/image/format=webp,quality=85/public/media/catalog/product/68/88/8859449800168/thumbnail/8859449800168_2-20230815115511-.jpg"
"1769948089-1306","https://www.bigc.co.th/category/beverages?limit=100&page=23","","9.00","สยามน้ำแข็ง น้ำแข็งหลอด","https://st.bigc-cs.com/cdn-cgi/image/format=webp,quality=85/public/media/catalog/product/00/88/8857000000200/thumbnail/8857000000200_1-20231227170651-.jpg"
"1769948089-1307","https://www.bigc.co.th/category/beverages?limit=100&page=23","","8.00","ลีโอ โซดา 325 มล.","https://st.bigc-cs.com/cdn-cgi/image/format=webp,quality=85/public/media/catalog/product/10/88/8850999008110/thumbnail/8850999008110-20250715151631-.jpg"
"1769948089-1308","https://www.bigc.co.th/category/beverages?limit=100&page=23","","369.00","สก๊อต กิ๊ฟท์บ๊อกซ์ เพียวเร่เบอร์รี่สกัดเข้มข้น รุ่น PB","https://st.bigc-cs.com/cdn-cgi/image/format=webp,quality=85/public/media/catalog/product/37/88/8852007983037/thumbnail/8852007983037_2-20251015093608-.jpg"
"1769948089-1309","https://www.bigc.co.th/category/beverages?limit=100&page=23","","112.00","ฮอทต้า เครื่องดื่มขิงผงสำเร็จรูป ผสมใยอาหาร ขนาด 80 ก.","https://st.bigc-cs.com/cdn-cgi/image/format=webp,quality=85/public/media/catalog/product/13/88/8850369038013/thumbnail/8850369038013_1-20231101151606-.jpg"
"1769948089-1310","https://www.bigc.co.th/category/beverages?limit=100&page=23","","99.00","ทิปโก้ น้ำแอปเปิ้ล 1 ล.","https://st.bigc-cs.com/cdn-cgi/image/format=webp,quality=85/public/media/catalog/product/93/88/8850779100393/thumbnail/8850779100393_1-20241223100554-.jpg"
"1769948089-1311","https://www.bigc.co.th/category/beverages?limit=100&page=23","","145.00","ซุปเปอร์ เครื่องดื่มธัญญาหารสำเร็จรูปชนิดผง สูตรน้ำตาลน้อยกว่า 25 ก. แพ็ค 15 ซอง","https://st.bigc-cs.com/cdn-cgi/image/format=webp,quality=85/public/media/catalog/product/40/88/8851753090440/thumbnail/8851753090440_1-20230928121140-.jpg"
"1769948089-1312","https://www.bigc.co.th/category/beverages?limit=100&page=23","","25.00","ยูนิฟ ชาดำผสมน้ำแอปเปิ้ล กลิ่นแอปเปิ้ลอาโอโมริ 400 มล.","https://st.bigc-cs.com/cdn-cgi/image/format=webp,quality=85/public/media/catalog/product/11/88/8850388000411/thumbnail/8850388000411_1-20250701135008-.jpg"
"1769948089-1313","https://www.bigc.co.th/category/beverages?limit=100&page=23","","269.00","มอคโคน่า คลาสสิก 8 ดาร์ค โรส ฟรีซดราย อินสแตนท์ คอฟฟี่ 100 ก.","https://st.bigc-cs.com/cdn-cgi/image/format=webp,quality=85/public/media/catalog/product/27/87/8711000055427/thumbnail/8711000055427-20240923143933-.jpg"
"1769948089-1314","https://www.bigc.co.th/category/beverages?limit=100&page=23","","165.00","คาเฟโต้ ลุงโก้ อเมริกาโน่ กาแฟสำเร็จรูปชนิดแคปซูล 50 ก.","https://st.bigc-cs.com/cdn-cgi/image/format=webp,quality=85/public/media/catalog/product/29/88/8858724200129/thumbnail/8858724200129_1-20240809101423-.jpg"
"1769948089-1315","https://www.bigc.co.th/category/beverages?limit=100&page=23","","165.00","คาเฟโต้ เอสเพรสโซ่ คลาสสิโก้ กาแฟสำเร็จรูปชนิดแคปซูล 50 ก.","https://st.bigc-cs.com/cdn-cgi/image/format=webp,quality=85/public/media/catalog/product/36/88/8858724200136/thumbnail/8858724200136_1-20240809101428-.jpg"
"1769948089-1316","https://www.bigc.co.th/category/beverages?limit=100&page=23","","83.00","เนเจอร์กิฟ กาแฟปรุงสำเร็จชนิดผงผสมโสมสกัด วิตามิน และเกลือแร่ 17 ก. แพ็ค 10 ซอง","https://st.bigc-cs.com/cdn-cgi/image/format=webp,quality=85/public/media/catalog/product/20/88/8858755200020/thumbnail/8858755200020_1-20240617160404-.jpg"
"1769948089-1317","https://www.bigc.co.th/category/beverages?limit=100&page=23","","64.00","เปอริเอ้ น้ำแร่ธรรมชาติชนิดมีฟอง 330 มล.","https://st.bigc-cs.com/cdn-cgi/image/format=webp,quality=85/public/media/catalog/product/41/31/3179730010041/3179730010041_1-20250113152103-.jpg"
"1769948089-1318","https://www.bigc.co.th/category/beverages?limit=100&page=23","","113.00","เฮลาดิฟ ชาเออเกรย์ 25 ซอง","https://st.bigc-cs.com/cdn-cgi/image/format=webp,quality=85/public/media/catalog/product/76/47/4791007000976/thumbnail/4791007000976_5.jpg"
"1769948089-1319","https://www.bigc.co.th/category/beverages?limit=100&page=23","","139.00","เฮลาดิฟ ชาคาโมมายล์ 20 ซอง","https://st.bigc-cs.com/cdn-cgi/image/format=webp,quality=85/public/media/catalog/product/15/47/4791007001515/thumbnail/4791007001515_1-20240126150731-.jpg"
"1769948089-1320","https://www.bigc.co.th/category/beverages?limit=100&page=23","","216.00","เย็นเย็น น้ำจับเลี้ยง 315 มล. แพ็ค 24","https://st.bigc-cs.com/cdn-cgi/image/format=webp,quality=85/public/media/catalog/product/03/88/8858891302503/thumbnail/8858891302503_1-20240918142430-.jpg"
"1769948089-1321","https://www.bigc.co.th/category/beverages?limit=100&page=23","","480.00","อิชิตัน กรีนที รสออริจินัล 420 มล. แพ็ค 24 ขวด","https://st.bigc-cs.com/cdn-cgi/image/format=webp,quality=85/public/media/catalog/product/27/88/8858891300127/thumbnail/8858891300127_1-20240919120103-.jpg"
"1769948089-1322","https://www.bigc.co.th/category/beverages?limit=100&page=23","","229.00","ทไวนิงส์ ชาสตรอเบอร์รี่ & มะม่วงเอเชีย 2 ก. x 25 ซอง","https://st.bigc-cs.com/cdn-cgi/image/format=webp,quality=85/public/media/catalog/product/95/00/0070177118495/thumbnail/0070177118495_1-20240405011426-.jpg"
"1769948089-1323","https://www.bigc.co.th/category/beverages?limit=100&page=23","","60.00","เฟรชชี่ ไซรัปแดง กลิ่นสละ ขนาด 710 มล.","https://st.bigc-cs.com/cdn-cgi/image/format=webp,quality=85/public/media/catalog/product/75/88/8850256001175/thumbnail/8850256001175_1-20240806141007-.jpg"
"1769948089-1324","https://www.bigc.co.th/category/beverages?limit=100&page=23","","78.00","เฟรชชี่ ไซรัป ผสมเนื้อลิ้นจี่ ขนาด 710 มล.","https://st.bigc-cs.com/cdn-cgi/image/format=webp,quality=85/public/media/catalog/product/20/88/8850256001120/thumbnail/8850256001120_1-20240806141032-.jpg"
"1769948089-1325","https://www.bigc.co.th/category/beverages?limit=100&page=23","","269.00","ทไวนิงส์ ชาโฟร์ เรด ฟรุตส์ 50 ก. บรรจุ 2 ก. x 25 ซอง","https://st.bigc-cs.com/cdn-cgi/image/format=webp,quality=85/public/media/catalog/product/53/00/0070177025953/thumbnail/0070177025953_1-20230818084314-.jpg"
"1769948089-1326","https://www.bigc.co.th/category/beverages?limit=100&page=23","","529.00","สก๊อต รอยัล โกลด์ รังนกแท้ ลาเวนเดอร์ พลัส 40 มล. แพ็ค 6","https://st.bigc-cs.com/cdn-cgi/image/format=webp,quality=85/public/media/catalog/product/53/88/8852007950053/thumbnail/8852007950053_1-20250430103519-.jpg"
"1769948089-1327","https://www.bigc.co.th/category/beverages?limit=100&page=23","","6.50","บิ๊กซี เฮช ทู โอ น้ำดื่ม 600 มล.","https://st.bigc-cs.com/cdn-cgi/image/format=webp,quality=85/public/media/catalog/product/16/88/8854641002716/8854641002716_1-20231018175347-.jpg"
"1769948089-1328","https://www.bigc.co.th/category/beverages?limit=100&page=23","","279.00","สตาร์บัคส์ คาปูชิโน่ แคปซูลกาแฟคั่วบด 12 แคปซูล","https://st.bigc-cs.com/cdn-cgi/image/format=webp,quality=85/public/media/catalog/product/37/76/7613036943437/thumbnail/7613036943437_1-20241018113742-.jpg"
"1769948089-1329","https://www.bigc.co.th/category/beverages?limit=100&page=23","","6.00","บิ๊กซี แฮปปี้ ไพรซ์ โปร น้ำดื่ม 600 มล.","https://st.bigc-cs.com/cdn-cgi/image/format=webp,quality=85/public/media/catalog/product/15/88/8854641002815/thumbnail/8854641002815_1-20250120111223-.jpg"
"1769948089-1330","https://www.bigc.co.th/category/beverages?limit=100&page=23","","59.00","โกเด้นท์ เครื่องดื่มลูกเดือยผสมธัญญาหาร 5 ชนิด สำเร็จรูปชนิดผง 125 ก.","https://st.bigc-cs.com/cdn-cgi/image/format=webp,quality=85/public/media/catalog/product/97/88/8856128004497/thumbnail/8856128004497_1-20240521162048-.jpg"
"1769948089-1331","https://www.bigc.co.th/category/beverages?limit=100&page=23","","142.00","ดาวคอฟฟี่ กาแฟปรุงสำเร็จ 3อิน1 สูตรออริจินอล 20 ก. แพ็ค 18 ซอง","https://st.bigc-cs.com/cdn-cgi/image/format=webp,quality=85/public/media/catalog/product/18/88/8859448900418/thumbnail/8859448900418_1-20241007161502-.jpg"
"1769948089-1332","https://www.bigc.co.th/category/beverages?limit=100&page=23","","18.00","ดอยคำ น้ำมะเขือเทศ 99% สูตรโซเดียมต่ำ 200 มล.","https://st.bigc-cs.com/cdn-cgi/image/format=webp,quality=85/public/media/catalog/product/71/88/8850773510471/thumbnail/8850773510471_1-20231016082122-.jpg"
"1769948089-1333","https://www.bigc.co.th/category/beverages?limit=100&page=23","","118.00","เรดดี้ บลิ้งค์ กลิ่นเลมอนเชจูและลิ้นจี่ 150 มล. x 10 ชิ้น","https://st.bigc-cs.com/cdn-cgi/image/format=webp,quality=85/public/media/catalog/product/01/88/8850228008201/thumbnail/8850228008201_1-20240924112202-.jpg"
"1769948089-1334","https://www.bigc.co.th/category/beverages?limit=100&page=23","","60.00","ชาตรามือ ชาเขียวผสมนมปรุงสำเร็จชนิดผง 100 ก. บรรจุ 20 ก. X 5 ซอง","https://st.bigc-cs.com/cdn-cgi/image/format=webp,quality=85/public/media/catalog/product/66/88/8850370771466/thumbnail/8850370771466_1-20241111151803-.jpg"
"1769948089-1335","https://www.bigc.co.th/category/beverages?limit=100&page=23","","49.00","เนสกาแฟ เบลนด์ แอนด์ บรู กาแฟปรุงสำเร็จ สูตรน้ำตาลน้อย 15 ก. x 9 ชิ้น","https://st.bigc-cs.com/cdn-cgi/image/format=webp,quality=85/public/media/catalog/product/62/88/8850125087262/thumbnail/8850125087262_1-20250620164548-.jpg"
"1769948089-1336","https://www.bigc.co.th/category/beverages?limit=100&page=23","","345.00","สก๊อต ซุปไก่สกัด สูตรผสมถั่งเฉ้า 40 มล. แพ็ค 12","https://st.bigc-cs.com/cdn-cgi/image/format=webp,quality=85/public/media/catalog/product/81/88/8852007902281/8852007902281_9-20250227155722-.jpg"
"1769948089-1337","https://www.bigc.co.th/category/beverages?limit=100&page=23","","89.00","ดาวคอฟฟี่ โกลด์ กาแฟสำเร็จรูปชนิดผงอาราบิก้าปานกลาง 30 ก.","https://st.bigc-cs.com/cdn-cgi/image/format=webp,quality=85/public/media/catalog/product/57/88/8859448901057/thumbnail/8859448901057_1-20250107102746-.jpg"
"1769948089-1338","https://www.bigc.co.th/category/beverages?limit=100&page=23","","299.00","แฟนต้า น้ำอัดลม น้ำส้ม 1 ล. x 12 ชิ้น","https://st.bigc-cs.com/cdn-cgi/image/format=webp,quality=85/public/media/catalog/product/65/88/8851959449165/thumbnail/8851959449165_1-20250306133409-.jpg"
"1769948089-1339","https://www.bigc.co.th/category/beverages?limit=100&page=23","","299.00","สไปร์ท น้ำอัดลม สูตรไม่มีน้ำตาล 1 ล. x 12 ชิ้น","https://st.bigc-cs.com/cdn-cgi/image/format=webp,quality=85/public/media/catalog/product/94/88/8851959449394/thumbnail/8851959449394-20240924130014-.jpg"
"1769948089-1340","https://www.bigc.co.th/category/beverages?limit=100&page=23","","10.00","มิกกุ น้ำองุ่นขาว รสสตรอเบอร์รี่ 300 มล.","https://st.bigc-cs.com/cdn-cgi/image/format=webp,quality=85/public/media/catalog/product/43/88/8850952387443/thumbnail/8850952387443_1-20240917095126-.jpg"
"1769948089-1341","https://www.bigc.co.th/category/beverages?limit=100&page=23","","109.00","ยูซีซี ซอลท์เท็ด คาราเมล ลาเต้ กาแฟปรุงสำเร็จชนิดผง 16 ก. x 8 ซอง","https://st.bigc-cs.com/cdn-cgi/image/format=webp,quality=85/public/media/catalog/product/69/95/9555366301069/thumbnail/9555366301069_1-20251006144410-.jpg"
"1769948089-1342","https://www.bigc.co.th/category/beverages?limit=100&page=23","","35.00","เพรียว คอฟฟี่ กาแฟดำปรุงสำเร็จชนิดผง ผสมผงส้ม โครเมียม และสารสกัดจากส้มแขก 3.5 ก. x 5 ซอง","https://st.bigc-cs.com/cdn-cgi/image/format=webp,quality=85/public/media/catalog/product/03/88/8850389304303/thumbnail/8850389304303_1-20260109105308-.jpg"
"1769948089-1343","https://www.bigc.co.th/category/beverages?limit=100&page=23","","20.00","แมนซั่ม เครื่องดื่มน้ำผลไม้ผสมแอล-กลูต้าไธโอน 430 มล.","https://st.bigc-cs.com/cdn-cgi/image/format=webp,quality=85/public/media/catalog/product/61/88/8850228003961/thumbnail/8850228003961_1-20250806093351-.jpg"
"1769948089-1344","https://www.bigc.co.th/category/beverages?limit=100&page=23","","178.00","ฟิตเน่ สมุนไพรชาเขียว 70.50 ก.","https://st.bigc-cs.com/cdn-cgi/image/format=webp,quality=85/public/media/catalog/product/84/88/8850369014284/thumbnail/8850369014284_1-20250325171329-.jpg"
"1769948089-1345","https://www.bigc.co.th/category/beverages?limit=100&page=23","","16.00","เซเว่นอัพ น้ำอัดลมไม่มีน้ำตาล กลิ่นสตรอเบอร์รี่เลมอน 325 มล.","https://st.bigc-cs.com/cdn-cgi/image/format=webp,quality=85/public/media/catalog/product/38/88/8858998583638/thumbnail/8858998583638_1-20250616134412-.jpg"
"1769948089-1346","https://www.bigc.co.th/category/beverages?limit=100&page=23","","20.00","เพอร์ร่า น้ำแร่ 1.5 ล.","https://st.bigc-cs.com/cdn-cgi/image/format=webp,quality=85/public/media/catalog/product/63/88/8850999001463/8850999001463_1-20250113140727-.jpg"
"1769948089-1347","https://www.bigc.co.th/category/beverages?limit=100&page=23","","21.00","มิเนเร่ น้ำแร่ธรรมชาติ 100% 1.5 ล.","https://st.bigc-cs.com/cdn-cgi/image/format=webp,quality=85/public/media/catalog/product/05/88/8850011100105/thumbnail/8850011100105-20250620150458-.jpg"
"1769948089-1348","https://www.bigc.co.th/category/beverages?limit=100&page=23","","96.00","ดิลมา ชาผงพรีเมียม 2 ก. 25 ซอง","https://st.bigc-cs.com/cdn-cgi/image/format=webp,quality=85/public/media/catalog/product/01/93/9312631801101/thumbnail/9312631801101_1-20240126150404-.jpg"
"1769948089-1349","https://www.bigc.co.th/category/beverages?limit=100&page=23","","849.00","สก๊อต รังนกแท้ รอเยล โกลด์ 70 มล. แพ็ค 6","https://st.bigc-cs.com/cdn-cgi/image/format=webp,quality=85/public/media/catalog/product/14/88/8852007939614/thumbnail/8852007939614_1-1-20250430135606-.jpg"
"1769948089-1350","https://www.bigc.co.th/category/beverages?limit=100&page=23","","150.00","ปิยะเวท วิตามินดี ออเร้นจ์ 150 มล. แพ็ค 10","https://st.bigc-cs.com/cdn-cgi/image/format=webp,quality=85/public/media/catalog/product/24/88/8859451400424/thumbnail/8859451400424_1-20240919103742-.jpg"
"1769948089-1351","https://www.bigc.co.th/category/beverages?limit=100&page=23","","21.00","มองต์เฟลอ น้ำแร่ธรรมชาติ 100% 1,000 มล.","https://st.bigc-cs.com/cdn-cgi/image/format=webp,quality=85/public/media/catalog/product/38/88/8851530160038/8851530160038_1-20250113150742-.jpg"
"1769948089-1352","https://www.bigc.co.th/category/beverages?limit=100&page=23","","15.00","ชบา น้ำมะพร้าวผสมเนื้อมะพร้าว สูตรน้ำตาลน้อย 230 มล.","https://st.bigc-cs.com/cdn-cgi/image/format=webp,quality=85/public/media/catalog/product/15/88/8854761001415/thumbnail/8854761001415_1-20240118150956-.jpg"
"1769948089-1353","https://www.bigc.co.th/category/beverages?limit=100&page=23","","14.00","ลิปตัน เลมอนไอซ์ที กระป๋อง 245 มล.","https://st.bigc-cs.com/cdn-cgi/image/format=webp,quality=85/public/media/catalog/product/14/88/8858998585014/thumbnail/8858998585014_1-20230614100211-.jpg"
"1769948089-1354","https://www.bigc.co.th/category/beverages?limit=100&page=23","","197.00","ทิปโก้ สควีซ น้ำส้มโชกุน พาสเจอร์ไรส์ 1,000 มล. แพ็คคู่","https://st.bigc-cs.com/cdn-cgi/image/format=webp,quality=85/public/media/catalog/product/47/88/8851013791247/8851013791247_2-20230109151954-.jpg"
"1769948089-1355","https://www.bigc.co.th/category/beverages?limit=100&page=23","","84.00","ยูซีซี โรสต์ มาสเตอร์ กาแฟดริป คาเฟ่ อาราบิก้า 9 ก. x 5 ซอง","https://st.bigc-cs.com/cdn-cgi/image/format=webp,quality=85/public/media/catalog/product/82/88/8859449800182/thumbnail/8859449800182_1-20230627175241-.jpg"
"1769948089-1356","https://www.bigc.co.th/category/beverages?limit=100&page=23","","269.00","ทไวนิงส์ ชาอิงลิชเบรกฟาสต์ 50 ก. บรรจุ 2 ก. x 25 ซอง","https://st.bigc-cs.com/cdn-cgi/image/format=webp,quality=85/public/media/catalog/product/75/00/0070177010775/thumbnail/0070177010775_1-20230818084136-.jpg"
"1769948089-1357","https://www.bigc.co.th/category/beverages?limit=100&page=23","","15.00","ดับเบิ้ล ซี เครื่องดื่มวิตามินซี 200% รสเสาวรสและส้ม 160 มล.","https://st.bigc-cs.com/cdn-cgi/image/format=webp,quality=85/public/media/catalog/product/23/88/8859077899923/thumbnail/8859077899923_1-20250717163612-.jpg"
"1769948089-1358","https://www.bigc.co.th/category/beverages?limit=100&page=23","","12.00","เพียวริคุ น้ำเก๊กฮวยขาวผสมชาขาว กลิ่นวินเทอร์เมลอน 350 มล. (สินค้าคละแบบ ไม่สามารถเลือกได้)","https://st.bigc-cs.com/cdn-cgi/image/format=webp,quality=85/public/media/catalog/product/06/88/8850228008706/thumbnail/8850228008706_1-20251128152518-.jpg"
"1769948089-1359","https://www.bigc.co.th/category/beverages?limit=100&page=23","","330.00","ฮาราดะ ชาเขียวผงสำเร็จรูป ชิซูโอกะ 100 ก.","https://st.bigc-cs.com/cdn-cgi/image/format=webp,quality=85/public/media/catalog/product/54/49/4976515013254/thumbnail/4976515013254_1-20250523134819-.jpg"
"1769948089-1360","https://www.bigc.co.th/category/beverages?limit=100&page=23","","399.00","โออิชิ กรีนที ชาเขียว รสข้าวญี่ปุ่น 500 มล. แพ็ค 24","https://st.bigc-cs.com/cdn-cgi/image/format=webp,quality=85/public/media/catalog/product/19/88/8854698005319/thumbnail/8854698005319_1-20250815172458-.jpg"
"1769948089-1361","https://www.bigc.co.th/category/beverages?limit=100&page=23","","159.00","ยูซีซี กาแฟคั่วแท้ โรสต์ มาสเตอร์ เฮ้าส์เบลน แคปซูล 52 ก.","https://st.bigc-cs.com/cdn-cgi/image/format=webp,quality=85/public/media/catalog/product/09/88/8852999822109/thumbnail/8852999822109_1-20251007135702-.jpg"
"1769948089-1362","https://www.bigc.co.th/category/beverages?limit=100&page=23","","15.00","ไฮ่! เครื่องดื่มวิตามินซี มิกซ์เบอร์รี่ 145 มล.","https://st.bigc-cs.com/cdn-cgi/image/format=webp,quality=85/public/media/catalog/product/59/88/8850228006559/thumbnail/8850228006559_1-20250321144048-.jpg"
"1769948089-1363","https://www.bigc.co.th/category/beverages?limit=100&page=23","","259.00","Wicker Basket Size 16""","https://st.bigc-cs.com/cdn-cgi/image/format=webp,quality=85/public/media/catalog/product/63/20/2001009791263/thumbnail/2050000041921.jpg"
"1769948089-1364","https://www.bigc.co.th/category/beverages?limit=100&page=23","","450.00","บาสบอน เครื่องดื่มรังนกสำเร็จรูป 42 มล. x 6 ขวด","https://st.bigc-cs.com/cdn-cgi/image/format=webp,quality=85/public/media/catalog/product/90/88/8858851605590/thumbnail/8858851605590_1-20250806140939-.jpg"
"1769948089-1365","https://www.bigc.co.th/category/beverages?limit=100&page=23","","139.00","มาดูรา คาโมไมล์ อินฟิวชั่น 30 ก.","https://st.bigc-cs.com/cdn-cgi/image/format=webp,quality=85/public/media/catalog/product/46/00/0089978000946/thumbnail/0089978000946_1-20250528144839-.jpg"
"1769948089-1366","https://www.bigc.co.th/category/beverages?limit=100&page=23","","466.00","แบรนด์ จูเนียร์ ซุปไก่สกัด สูตรทริปเปิ้ล เอ กลิ่นฟรุ๊ตลาวา 42 มล. แพ็ค 12 ขวด","https://st.bigc-cs.com/cdn-cgi/image/format=webp,quality=85/public/media/catalog/product/33/88/8852001110033/thumbnail/8852001110033_1-20251030155006-.jpg"
"1769948089-1367","https://www.bigc.co.th/category/beverages?limit=100&page=23","","15.00","เอส น้ำหวานกลิ่นแคนตาลูป ผสมสาลี่หิมะ 325 มล.","https://st.bigc-cs.com/cdn-cgi/image/format=webp,quality=85/public/media/catalog/product/08/88/8851952184308/thumbnail/8851952184308_1-20250916112515-.jpg"
