web_scraper_order,web_scraper_start_url,pagination-selector,price,data,price2,image
"1770050955-51","https://www.bigc.co.th/category/snacks-and-desserts?limit=100","","47.00","เบนโตะ ปลาหมึกอบปรุงรส 4 ก. x 12 ชิ้น","฿49.50","https://st.bigc-cs.com/cdn-cgi/image/format=webp,quality=85/public/media/catalog/product/39/88/8850157400039/thumbnail/8850157400039_1-20241002112045-.jpg"
"1770050955-52","https://www.bigc.co.th/category/snacks-and-desserts?limit=100","","10.00","ปาปริก้า มันฝรั่งอบกรอบ 27 ก.","","https://st.bigc-cs.com/cdn-cgi/image/format=webp,quality=85/public/media/catalog/product/42/88/8851727002042/thumbnail/8851727002042_1-20230209164400-.jpg"
"1770050955-53","https://www.bigc.co.th/category/snacks-and-desserts?limit=100","","103.00","เลย์ ร็อค 2อิน1 มันฝรั่งแท้ทอดกรอบแผ่นหยัก รสกุ้งเผาและน้ำจิ้มซีฟู้ด 48 ก. x 6 ชิ้น","","https://st.bigc-cs.com/cdn-cgi/image/format=webp,quality=85/public/media/catalog/product/88/88/8850718714988/thumbnail/8850718714988_1-20260129151837-.jpg"
"1770050955-54","https://www.bigc.co.th/category/snacks-and-desserts?limit=100","","49.00","ทาโร ปลาสวรรค์ รสเข้มข้น 5 ก. x 12 ชิ้น","","https://st.bigc-cs.com/cdn-cgi/image/format=webp,quality=85/public/media/catalog/product/25/88/8852044150225/thumbnail/8852044150225_-20250718130234-.jpg"
"1770050955-55","https://www.bigc.co.th/category/snacks-and-desserts?limit=100","","249.00","คิทแคท เวเฟอร์ รสช็อกโกแลต 17 ก. แพ็ค 24","","https://st.bigc-cs.com/cdn-cgi/image/format=webp,quality=85/public/media/catalog/product/19/95/9556001917119/thumbnail/9556001917119_1-20250624155321-.jpg"
"1770050955-56","https://www.bigc.co.th/category/snacks-and-desserts?limit=100","","32.00","เดนิสา ช็อกโกแลตบัตเตอร์คุกกี้ผสมเม็ดมะม่วงหิมพานต์ 90 ก.","฿35.00","https://st.bigc-cs.com/cdn-cgi/image/format=webp,quality=85/public/media/catalog/product/40/89/8996001303740/thumbnail/8996001303740_1-20240904150256-.jpg"
"1770050955-57","https://www.bigc.co.th/category/snacks-and-desserts?limit=100","","15.00","ริกลี่ย์ ดับเบิ้ลมินต์ ลูกอม กลิ่นเปเปอร์มินต์ 12.4 ก.","฿22.00","https://st.bigc-cs.com/cdn-cgi/image/format=webp,quality=85/public/media/catalog/product/33/95/9555192507833/thumbnail/9555192507833_1-20230717154400-.jpg"
"1770050955-58","https://www.bigc.co.th/category/snacks-and-desserts?limit=100","","49.00","โกปิโก้ ลูกอมกาแฟ 100 เม็ด","","https://st.bigc-cs.com/cdn-cgi/image/format=webp,quality=85/public/media/catalog/product/27/88/8850580000127/thumbnail/8850580000127_1-20250623150450-.jpg"
"1770050955-59","https://www.bigc.co.th/category/snacks-and-desserts?limit=100","","47.00","ปาร์ตี้ ขนมอบกรอบเคลือบเนยคาราเมล 12 ก. แพ็ค 12","฿50.00","https://st.bigc-cs.com/cdn-cgi/image/format=webp,quality=85/public/media/catalog/product/04/88/8851004101604/thumbnail/8851004101604_1-20240927105730-.jpg"
"1770050955-60","https://www.bigc.co.th/category/snacks-and-desserts?limit=100","","50.00","ปาปริก้า มันฝรั่งกรอบ 13 ก. แพ็ค 12","","https://st.bigc-cs.com/cdn-cgi/image/format=webp,quality=85/public/media/catalog/product/21/88/8851727902021/thumbnail/8851727902021_1-20240927112006-.jpg"
