web_scraper_order,web_scraper_start_url,pagination-selector,price,data,price2,image
"1770054931-40","https://www.bigc.co.th/category/pure-pharmacy?limit=100","","89.00","โมริฮาน่า โฟมล้างหน้า ไฮยาเชนเทล่า 100 ก.","฿99.00","https://st.bigc-cs.com/cdn-cgi/image/format=webp,quality=85/public/media/catalog/product/01/88/8857127990101/thumbnail/8857127990101_1-20230817184405-.jpg"
"1770054931-41","https://www.bigc.co.th/category/pure-pharmacy?limit=100","","46.00","แซม-บัค ยาหม่องขี้ผึ้ง เอชอาร์ 18 ก.","","https://st.bigc-cs.com/cdn-cgi/image/format=webp,quality=85/public/media/catalog/product/40/88/8850172242140/thumbnail/8850172242140_1-20251001131153-.jpg"
"1770054931-42","https://www.bigc.co.th/category/pure-pharmacy?limit=100","","17.00","แฮนดี้เฮิร์บ เจลลี่ มี แอปเปิ้ลไซเดอร์เวเนก้าร์ สารสกัดจากรากโกโบ และแล็กโทบาซิลลัส แพลนทารัม ฮีทคิล กลิ่นมิกซ์เบอร์รี 30 ก.","฿20.00","https://st.bigc-cs.com/cdn-cgi/image/format=webp,quality=85/public/media/catalog/product/14/88/8856082005714/thumbnail/8856082005714_1-20260119153154-.jpg"
"1770054931-43","https://www.bigc.co.th/category/pure-pharmacy?limit=100","","15.00","อีโน ฟรุตซ้อลต์ ยาผงฟู่ลดกรด บรรเทาอาการท้องอืดท้องเฟ้อ รสส้ม 4.3 ก.","","https://st.bigc-cs.com/cdn-cgi/image/format=webp,quality=85/public/media/catalog/product/29/88/8850615100129/thumbnail/8850615100129_1-20240123161807-.jpg"
"1770054931-44","https://www.bigc.co.th/category/pure-pharmacy?limit=100","","20.00","ตราค้างคาว ยาแก้ไอ สูตรผสมมะแว้งเครือ 60 ซีซี.","","https://st.bigc-cs.com/cdn-cgi/image/format=webp,quality=85/public/media/catalog/product/09/88/8853287002609/thumbnail/8853287002609_1-20251029133615-.jpg"
"1770054931-45","https://www.bigc.co.th/category/pure-pharmacy?limit=100","","650.00","สวิสเซ อัลติไวท์ ผลิตภัณฑ์เสริมอาหาร มัลติวิตามินผสมวิตามินบี 30 เม็ด 35.1 ก.","","https://st.bigc-cs.com/cdn-cgi/image/format=webp,quality=85/public/media/catalog/product/53/93/9311770608053/9311770608053_1-20240814074134-.jpg"
"1770054931-46","https://www.bigc.co.th/category/pure-pharmacy?limit=100","","26.00","ตราเสือดาว ยาแก้ไอน้ำดำ 60 ซีซี.","","https://st.bigc-cs.com/cdn-cgi/image/format=webp,quality=85/public/media/catalog/product/09/88/8853042000109/thumbnail/8853042000109_1-20251029133630-.jpg"
"1770054931-47","https://www.bigc.co.th/category/pure-pharmacy?limit=100","","590.00","สวิสเซ วิตามินซี 1000 มก. ผลิตภัณฑ์เสริมอาหาร 60 เม็ด","","https://st.bigc-cs.com/cdn-cgi/image/format=webp,quality=85/public/media/catalog/product/17/93/9311770614917/thumbnail/9311770614917_1-20250311114558-.jpg"
"1770054931-48","https://www.bigc.co.th/category/pure-pharmacy?limit=100","","89.00","โมริฮาน่า มิลค์ แอนด์ คอลลาเจน เฟเชียล โฟม 100 ก.","฿99.00","https://st.bigc-cs.com/cdn-cgi/image/format=webp,quality=85/public/media/catalog/product/83/20/2000006479983/thumbnail/2000006479983_1-20230227135739-.jpg"
"1770054931-49","https://www.bigc.co.th/category/pure-pharmacy?limit=100","","182.00","ทรูสเลน กาแฟสำเร็จรูป สูตรคอฟฟี่เบิร์น 156 ก.","","https://st.bigc-cs.com/cdn-cgi/image/format=webp,quality=85/public/media/catalog/product/55/88/8858761901355/thumbnail/8858761901355_1-20241007175146-.jpg"
"1770054931-50","https://www.bigc.co.th/category/pure-pharmacy?limit=100","","89.00","วีด้า แอลกอฮอล์ สเปรย์ เฟรช 75% 1 ล.","฿110.00","https://st.bigc-cs.com/cdn-cgi/image/format=webp,quality=85/public/media/catalog/product/67/88/8856439000867/thumbnail/8856439000867_1-20250620120402-.jpg"
"1770054931-51","https://www.bigc.co.th/category/pure-pharmacy?limit=100","","25.00","บีเอ็ลฮั้ว ยาแก้ท้องเสียผงน้ำตาลเกลือแร่ 5.5 ก. x 5 ซอง","","https://st.bigc-cs.com/cdn-cgi/image/format=webp,quality=85/public/media/catalog/product/10/88/8852914302310/thumbnail/8852914302310_1-20251002142154-.jpg"
"1770054931-52","https://www.bigc.co.th/category/pure-pharmacy?limit=100","","31.00","แซม-บัค ยาหม่องขี้ผึ้ง เอชอาร์ 8 ก.","","https://st.bigc-cs.com/cdn-cgi/image/format=webp,quality=85/public/media/catalog/product/10/88/8850172242010/thumbnail/8850172242010_1-20250930112856-.jpg"
